OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History,Sum Planning Existing Land Use Code,Summarized Area in Square Miles,Count of Polygons,JOIN ID,Area in Square Miles,Count of Type,Mixed Use Type
1108,6132,C1-55 (M), ,125791,4/19/19 00:00, , ,UM, , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,117919,12/29/95 00:00, , ,UM, , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40,ORD117919,12/29/1995; C1-40,ORD117434,04/03/1995; C1-40",0.44906344,0.00006046,1,1108,0.00013413,1,Some Mixed Use
1109,6133,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,117919,12/29/95 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40,ORD117919,12/29/1995; C1-40,ORD117434,04/03/1995; C1-40",119.823598,0.00986629,20,1109,0.01412886,6,Some Mixed Use
1110,6134,C1-55 (M), ,125791,4/19/19 00:00, , ,UM, , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,117919,12/29/95 00:00, , ,UM, , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40,ORD117919,12/29/1995; C1-40,ORD117434,04/03/1995; C1-40",0.47279925,0.00006939,2,1110,0.00032287,1,Some Mixed Use
1153,6177,C1-55 (M), ,125791,4/19/19 00:00, , , ,SG, ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,117919,12/29/95 00:00, , , ,SG, ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40,ORD117919,12/29/1995; C1-40,ORD117434,04/03/1995; C1-40",15.01928783,0.00038857,3,1153,0.0006796,2,Some Mixed Use
1168,6194,C1-55 (M),CF303020,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40,CF303020,119947,6/29/00 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,CF303020,04/19/2019; C1-40,ORD119947,CF303020,06/29/2000; IC-45",9.00000883,0.00196555,1,1168,0.00302465,1,Some Mixed Use
1269,6312,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",548.097861,0.03420097,110,1269,0.05508064,12,Some Mixed Use
1571,4689,C1-55 (M), ,125791,4/19/19 00:00, , ,UG, , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,124750,6/15/15 00:00, , ,UG, , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40,ORD124750,06/15/2015; C1-40,ORD117919,12/29/1995; C1-40",36.25331389,0.00811065,10,1571,0.00951904,5,Some Mixed Use
2555,4341,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",2.52895148,0.00132881,1,2555,0.00135529,1,Some Mixed Use
2556,4342,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",3.20656415,0.00051584,5,2556,0.00058876,2,Some Mixed Use
2560,4346,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,117919,12/29/95 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40,ORD117919,12/29/1995; C1-40,ORD117434,04/03/1995; C1-40",2.92884223,0.00711761,1,2560,0.00769306,1,Some Mixed Use
2594,4971,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",88.11416433,0.00770642,14,2594,0.01154141,7,Some Mixed Use
2595,4972,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",34.02341928,0.00490223,10,2595,0.00889156,4,Some Mixed Use
2613,4987,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",210.671424,0.01407158,42,2613,0.02571462,10,Some Mixed Use
2614,4988,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",126.4737538,0.00665404,26,2614,0.0133985,8,Some Mixed Use
2615,4989,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",2.02510504,0.01186938,1,2615,0.01400468,1,Some Mixed Use
2621,4995,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,123687,10/12/11 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40,ORD123687,10/12/2011; SF 5000",5.03943433,0.00021459,3,2621,0.00022342,2,Some Mixed Use
2651,5033,C1-55 (M),CF298561,125791,4/19/19 00:00, , , ,SS, ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40,CF298561,122522,11/10/07 00:00, , , ,SS, ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,CF298561,04/19/2019; C1-40,ORD122522,CF298561,11/10/2007; C1-40,ORD116543,CF298561,02/28/1993",26.03671459,0.00071671,5,2651,0.00121978,3,Some Mixed Use
2680,5085,C1-55 (M), ,125791,4/19/19 00:00, , , ,SS, ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , ,SS, ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",134.1961299,0.00424253,23,2680,0.00920545,8,Some Mixed Use
2775,4755,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",24.02112612,0.00169312,4,2775,0.00240071,3,Some Mixed Use
2785,4772,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",78.60429442,0.00187143,17,2785,0.00372396,5,Some Mixed Use
2976,5985,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",145.2711091,0.00641233,32,2976,0.01204807,9,Some Mixed Use
2977,5986,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",101.0525953,0.00579865,27,2977,0.01091659,6,Some Mixed Use
2979,6006,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",28.15688534,0.00331097,24,2979,0.00536942,5,Some Mixed Use
2982,6009,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",1.69445245,0.00500974,2,2982,0.00531851,2,Some Mixed Use
2983,6010,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",8.35373577,0.00410915,3,2983,0.00531262,2,Some Mixed Use
2984,6011,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",62.74035262,0.00227477,14,2984,0.00444534,7,Some Mixed Use
2986,6013,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",5.45299864,0.00259671,1,2986,0.00374923,1,Some Mixed Use
2987,6014,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",28.6976302,0.00132604,4,2987,0.00242877,3,Some Mixed Use
2990,6017,C1-55 (M), ,125791,4/19/19 00:00, , ,CN, , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , ,CN, , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40; C1-40,05/01/1994",0.00014399,0.00946715,3,2990,0.00946714,2,Some Mixed Use
2991,6018,C1-55 (M), ,125791,4/19/19 00:00, , ,CN, , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , ,CN, , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40; C1-40,05/01/1994",,0.00001683,1,2991,0.00001683,1,Some Mixed Use
2992,6019,C1-55 (M), ,125791,4/19/19 00:00, , ,CN, , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , ,CN, , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40; C1-40,05/01/1994",,0.00000558,1,2992,0.00000558,1,Some Mixed Use
2995,6022,C1-55 (M),CF293057,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40,CF293057,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,CF293057,04/19/2019; C1-40,CF293057",0.03750546,0.00000169,5,2995,0.00912972,1,Some Mixed Use
3001,6028,C1-55 (M),CF295791,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40,CF295791,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,CF295791,04/19/2019; C1-40,CF295791",1.5015519,0.00020423,6,3001,0.00020424,2,Some Mixed Use
3002,6029,C1-55 (M),CF296889,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40,CF296889,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,CF296889,04/19/2019; C1-40,CF296889",15.19955522,0.00561285,4,3002,0.00561285,3,Some Mixed Use
3019,6045,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",37.63025941,0.00116822,6,3019,0.00234081,2,Some Mixed Use
3020,6046,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",24.00705901,0.00060392,10,3020,0.00174042,4,Some Mixed Use
3059,6085,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C2-40, ,117919,12/29/95 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C2-40,ORD117919,12/29/1995; C2-40,ORD117434,04/03/1995; C2-40",189.9857284,0.05548579,39,3059,0.06351814,9,Some Mixed Use
3093,6119,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,117919,12/29/95 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40,ORD117919,12/29/1995; C1-40,ORD117434,04/03/1995; C1-40",162,0.00583745,27,3093,0.01129023,7,Some Mixed Use
3099,6126,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,117919,12/29/95 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40,ORD117919,12/29/1995; C1-40,ORD117434,04/03/1995; C1-40",35.27703252,0.00186752,7,3099,0.00369842,4,Some Mixed Use
3103,6631,C1-55 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40, ,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD125791,04/19/2019; C1-40",357.8445975,0.00900999,63,3103,0.0210863,11,Some Mixed Use
3405,7518,C1-55 (M), ,126519,1/26/22 00:00, , , ,MP, ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-55 (M),,125791,4/19/19 10:32,,,,,,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),ORD126519,01/26/2022; C1-55 (M),ORD125791,04/19/2019; C1-40,ORD117919,12/29/1995; C1-40,ORD117434,04/03/1995; C1-40",6.0015231,0.01766608,4,3405,0.0203343,2,Some Mixed Use
1599,752,C1-65, ,117919,12/29/95 00:00,BD, , , , ,N,N,,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-65,C1-65,C1-65,,117434,4/3/95 00:00,BD,,,,,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-65,ORD117919,12/29/1995; C1-65,ORD117434,04/03/1995; C1-65",55.50949539,0.00197321,11,1599,0.0031233,7,Some Mixed Use
93,4782,C1-75 (M),CF296889,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-75,C1-75,C1-65,CF296889,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-75 (M),ORD125791,CF296889,04/19/2019; C1-65,CF296889",13.65634372,0.00517013,3,93,0.00875801,2,Some Mixed Use
100,4794,C1-75 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-75,C1-75,C1-65, ,117919,12/29/95 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-75 (M),ORD125791,04/19/2019; C1-65,ORD117919,12/29/1995; C1-65,ORD117434,04/03/1995; C1-65",111,0.00310523,8,100,0.00580432,4,Some Mixed Use
568,4928,C1-75 (M), ,125791,4/19/19 00:00, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-75,C1-75,C1-65, ,125081,8/28/16 00:00, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-75 (M),ORD125791,04/19/2019; C1-65,ORD125081,08/28/2016; C2-65,ORD117919,12/29/1995; C2-65,ORD117434,04/03/1995; C2-65",91.00090501,0.01712044,14,568,0.02195189,6,Some Mixed Use
