OBJECTID,State Abbreviation,State FIPS Code,County FIPS Code,State and County FIPS Code,Tract FIPS Code,Block Group FIPS Code,FIPS Code,2022 Total Population,Persons per square mile,Area in square miles,2020 Total Population,2020 Population Density,Sum Planning Existing Land Use Code,Summarized Area in Square Miles,Count of Polygons,JOIN ID,Area in Square Miles,Count of Points,Percent Neutral Ground
192,WA,53,33,53033,5000,2,530330050002,1092,13650,0.08,1084,13550,1066,0.05379358,318,192,0.08183813,0,13.94943492
193,WA,53,33,53033,5000,3,530330050003,1723,28716.7,0.06,1685,28083.3,1617,0.03298236,252,193,0.05984651,1,4.52145133
194,WA,53,33,53033,5100,1,530330051001,1492,12433.3,0.12,1470,12250,2282,0.08383496,485,194,0.12376715,2,24.47684656
195,WA,53,33,53033,5100,2,530330051002,1377,11475,0.12,1375,11458.3,656,0.08096669,489,195,0.12310706,0,1.72390347
196,WA,53,33,53033,5100,3,530330051003,1168,12977.8,0.09,1167,12966.7,537,0.06165185,393,196,0.09358294,0,0.50943139
197,WA,53,33,53033,5201,1,530330052011,1352,12290.9,0.11,1332,12109.1,850.3971022,0.06472315,363,197,0.11496103,0,2.4669861
198,WA,53,33,53033,5201,2,530330052012,1364,13640,0.1,1340,13400,775,0.0631875,398,198,0.10115559,1,6.57171386
199,WA,53,33,53033,5201,3,530330052013,1230,24600,0.05,1226,24520,483,0.02664944,113,199,0.05404378,2,15.13068044
200,WA,53,33,53033,5202,1,530330052021,1290,43000,0.03,1231,41033.3,343,0.0138822,70,200,0.02701637,0,15.93237735
201,WA,53,33,53033,5202,2,530330052022,1207,24140,0.05,1201,24020,474.4225391,0.02277464,81,201,0.04530952,2,13.98850735
202,WA,53,33,53033,5202,3,530330052023,1196,39866.7,0.03,1163,38766.7,336,0.01747521,86,202,0.03165375,1,1.13024458
203,WA,53,33,53033,5303,1,530330053031,1628,10853.3,0.15,1601,10673.3,191.1051792,0.12596259,24,203,0.14990067,0,5.90393168
204,WA,53,33,53033,5303,2,530330053032,3717,4705.1,0.79,3709,4694.9,56.5425158,0.74645403,10,204,0.78851735,0,0.25230552
205,WA,53,33,53033,5304,1,530330053041,1853,185300,0.01,1865,186500,11.08956681,0.00572949,2,205,0.01070141,0,0
206,WA,53,33,53033,5304,2,530330053042,1663,83150,0.02,1641,82050,43.69802241,0.00733587,7,206,0.0174967,0,0.8448063
207,WA,53,33,53033,5305,1,530330053051,1375,27500,0.05,1354,27080,642,0.03184732,97,207,0.05003541,5,21.08951328
208,WA,53,33,53033,5305,2,530330053052,1658,55266.7,0.03,1531,51033.3,302.0003269,0.02056807,60,208,0.03219232,1,5.90297063
209,WA,53,33,53033,5306,1,530330053061,1630,32600,0.05,1678,33560,750,0.03495957,104,209,0.05240783,5,31.11082321
210,WA,53,33,53033,5306,2,530330053062,1484,49466.7,0.03,1456,48533.3,262,0.01582624,43,210,0.02500051,2,26.48916043
211,WA,53,33,53033,5307,1,530330053071,1028,51400,0.02,936,46800,107,0.00925577,31,211,0.01553795,0,5.7301607
212,WA,53,33,53033,5307,2,530330053072,628,62800,0.01,714,71400,134,0.00923654,37,212,0.01332807,0,3.48728141
213,WA,53,33,53033,5307,3,530330053073,1269,63450,0.02,1271,63550,185,0.01423522,60,213,0.02133796,0,2.23203266
214,WA,53,33,53033,5401,1,530330054011,1267,31675,0.04,1253,31325,705,0.02362166,156,214,0.03921276,1,9.67841521
215,WA,53,33,53033,5401,2,530330054012,1348,9628.6,0.14,1339,9564.3,756.744496,0.1047447,257,215,0.13558716,1,34.06849638
216,WA,53,33,53033,5401,3,530330054013,1272,10600,0.12,1261,10508.3,1122.584196,0.07985629,280,216,0.11693168,2,15.720503
217,WA,53,33,53033,5402,1,530330054021,1219,13544.4,0.09,1188,13200,845,0.05691359,439,217,0.08562014,0,0.25398582
218,WA,53,33,53033,5402,2,530330054022,1145,22900,0.05,1138,22760,1054,0.0306043,218,218,0.0480971,0,11.92514708
219,WA,53,33,53033,5402,3,530330054023,1009,20180,0.05,936,18720,677,0.02770318,188,219,0.0453995,0,6.29101376
220,WA,53,33,53033,5600,1,530330056001,1574,8744.4,0.18,1559,8661.1,691,0.13096541,609,220,0.18355585,0,0.03037326
221,WA,53,33,53033,5600,2,530330056002,1385,4946.4,0.28,1375,4910.7,1008.592687,0.20871696,586,221,0.27579257,0,0.48679829
222,WA,53,33,53033,5600,3,530330056003,1445,4250,0.34,1434,4217.6,1575.712956,0.22495876,614,222,0.33801678,1,6.14810353
223,WA,53,33,53033,5600,4,530330056004,1365,8029.4,0.17,1357,7982.4,627,0.11780743,532,223,0.17409012,1,0.61411542
224,WA,53,33,53033,5600,5,530330056005,1420,7100,0.2,1405,7025,832.7123523,0.12252009,616,224,0.19520571,1,6.01518376
225,WA,53,33,53033,5700,1,530330057001,1365,1083.3,1.26,1346,1068.3,1638.900773,1.19762774,541,225,1.25755755,2,71.69610421
226,WA,53,33,53033,5700,2,530330057002,1205,8033.3,0.15,1182,7880,705,0.0992748,467,226,0.15287364,0,4.3797971
227,WA,53,33,53033,5700,3,530330057003,1393,6633.3,0.21,1376,6552.4,822,0.14941157,482,227,0.20722051,2,22.4591836
228,WA,53,33,53033,5700,4,530330057004,1307,8713.3,0.15,1300,8666.7,797,0.09280923,478,228,0.1476079,0,1.86496736
229,WA,53,33,53033,5700,5,530330057005,1397,8217.6,0.17,1382,8129.4,1064.283,0.11281058,398,229,0.16732007,1,3.32100175
230,WA,53,33,53033,5801,1,530330058011,1385,17312.5,0.08,1331,16637.5,1475,0.05383405,463,230,0.08215146,0,1.80257851
231,WA,53,33,53033,5801,2,530330058012,1743,21787.5,0.08,1727,21587.5,325,0.06003775,171,231,0.08170116,1,12.01208221
232,WA,53,33,53033,5801,3,530330058013,1396,10738.5,0.13,1360,10461.5,737,0.08930487,333,232,0.13059295,1,11.69514999
233,WA,53,33,53033,5801,4,530330058014,1735,4231.7,0.41,1698,4141.5,2678.130193,0.30214505,482,233,0.40915897,3,13.94335073
234,WA,53,33,53033,5803,1,530330058031,1838,12253.3,0.15,1731,11540,1018,0.10138938,506,234,0.15148994,0,5.4534812
235,WA,53,33,53033,5803,2,530330058032,1658,9752.9,0.17,1616,9505.9,1349.844951,0.11225772,465,235,0.16979476,1,6.33271866
236,WA,53,33,53033,5804,1,530330058041,1485,1811,0.82,1319,1608.5,2943.338226,0.75617389,328,236,0.81530621,5,25.91267514
237,WA,53,33,53033,5804,2,530330058042,1687,18744.4,0.09,1674,18600,928.1801045,0.05313851,228,237,0.08509382,1,5.25536996
238,WA,53,33,53033,5901,1,530330059011,1318,8237.5,0.16,1295,8093.8,1392.570695,0.11359658,325,238,0.1550739,3,4.09230605
239,WA,53,33,53033,5901,2,530330059012,922,13171.4,0.07,1056,15085.7,521,0.05830422,153,239,0.07417856,0,0
240,WA,53,33,53033,5901,3,530330059013,1157,16528.6,0.07,1219,17414.3,1140.139476,0.04638741,242,240,0.0711489,1,0.18169821
241,WA,53,33,53033,5902,1,530330059021,1433,14330,0.1,1415,14150,770,0.06941134,418,241,0.10246817,0,0.27394807
242,WA,53,33,53033,5902,2,530330059022,1418,11816.7,0.12,1337,11141.7,628,0.08241397,482,242,0.12364291,0,0.57983883
243,WA,53,33,53033,5902,3,530330059023,1388,8164.7,0.17,1375,8088.2,857,0.12062509,472,243,0.16888481,0,28.23954412
244,WA,53,33,53033,6000,1,530330060001,1677,16770,0.1,1641,16410,1223.699629,0.05328889,244,244,0.09697044,1,12.0347833
245,WA,53,33,53033,6000,2,530330060002,1512,9450,0.16,1464,9150,1116.056483,0.10009092,506,245,0.16419034,1,3.05197828
246,WA,53,33,53033,6000,3,530330060003,1542,10280,0.15,1533,10220,794,0.10337864,512,246,0.14976857,1,15.43577226
247,WA,53,33,53033,6000,4,530330060004,1467,13336.4,0.11,1423,12936.4,1583.887038,0.072675,326,247,0.10670716,0,4.98756616
248,WA,53,33,53033,6100,1,530330061001,1423,12936.4,0.11,1319,11990.9,695.9378307,0.06962646,330,248,0.1120639,0,3.25560021
249,WA,53,33,53033,6100,2,530330061002,1256,6977.8,0.18,1221,6783.3,721.1586361,0.08882176,372,249,0.17699345,1,10.69614977
250,WA,53,33,53033,6100,3,530330061003,860,21500,0.04,808,20200,434.6816534,0.0203311,130,250,0.03816968,0,2.45906807
251,WA,53,33,53033,6100,4,530330061004,895,14916.7,0.06,891,14850,577.2038046,0.02908974,120,251,0.05907693,1,17.23088022
252,WA,53,33,53033,6100,5,530330061005,1478,18475,0.08,1428,17850,1589.605337,0.04403262,337,252,0.07553475,3,6.87146737
253,WA,53,33,53033,6200,1,530330062001,1520,3102,0.49,1516,3093.9,900.8657996,0.34075498,555,253,0.48858156,4,42.04900015
254,WA,53,33,53033,6200,2,530330062002,1540,7000,0.22,1536,6981.8,834.9705191,0.13602227,574,254,0.217668,2,15.90923101
255,WA,53,33,53033,6200,3,530330062003,1029,4473.9,0.23,1023,4447.8,916.9569765,0.19818665,418,255,0.23432914,3,34.14943682
256,WA,53,33,53033,6300,1,530330063001,1348,8425,0.16,1343,8393.8,751.5272353,0.11442512,390,256,0.16132821,0,1.23946689
257,WA,53,33,53033,6300,2,530330063002,1511,2747.3,0.55,1502,2730.9,1136.564889,0.46739646,604,257,0.54993267,1,52.16796516
258,WA,53,33,53033,6300,3,530330063003,1326,16575,0.08,1318,16475,557.640328,0.05757696,249,258,0.0821773,1,2.65927101
259,WA,53,33,53033,6300,4,530330063004,1374,6542.9,0.21,1367,6509.5,753.6760958,0.14456991,399,259,0.21437371,1,7.07163112
260,WA,53,33,53033,6400,1,530330064001,1142,9516.7,0.12,1132,9433.3,927.2265263,0.07290294,433,260,0.11611451,0,2.76985625
261,WA,53,33,53033,6400,2,530330064002,996,11066.7,0.09,988,10977.8,329,0.06011273,299,261,0.08975291,0,0
262,WA,53,33,53033,6400,3,530330064003,1313,9378.6,0.14,1300,9285.7,614,0.09483673,412,262,0.1430436,0,4.4194117
263,WA,53,33,53033,6500,1,530330065001,1652,5900,0.28,1553,5546.4,1031.990508,0.22971277,498,263,0.27639966,2,50.53770556
264,WA,53,33,53033,6500,2,530330065002,1512,15120,0.1,1477,14770,1103.010571,0.06788242,354,264,0.10000863,0,6.3469608
265,WA,53,33,53033,6500,3,530330065003,1645,23500,0.07,1642,23457.1,877,0.04604613,260,265,0.06669599,0,2.79905383
266,WA,53,33,53033,6600,1,530330066001,1074,4881.8,0.22,1070,4863.6,905.108695,0.12598634,151,266,0.2151783,1,13.34314477
267,WA,53,33,53033,6600,2,530330066002,1915,31916.7,0.06,1851,30850,1151,0.03621861,305,267,0.06374279,3,3.45877848
268,WA,53,33,53033,6600,3,530330066003,1164,7760,0.15,1140,7600,1050,0.08315705,225,268,0.14879583,0,14.90115183
269,WA,53,33,53033,6701,1,530330067011,1293,64650,0.02,1286,64300,214,0.01226916,25,269,0.01900759,0,42.91880728
270,WA,53,33,53033,6701,2,530330067012,1309,26180,0.05,1140,22800,294.9130701,0.03486755,36,270,0.05286984,0,28.2992911
271,WA,53,33,53033,6701,3,530330067013,1827,26100,0.07,1634,23342.9,742.8578769,0.04681013,153,271,0.07494723,0,15.53854879
272,WA,53,33,53033,6702,1,530330067021,1337,26740,0.05,1155,23100,591.0001892,0.02901113,183,272,0.04724345,2,2.59058193
273,WA,53,33,53033,6702,2,530330067022,1068,53400,0.02,1064,53200,87,0.01430176,15,273,0.02468241,0,13.25478385
274,WA,53,33,53033,6702,3,530330067023,1096,21920,0.05,1037,20740,721,0.02579034,159,274,0.04574168,0,10.50347763
275,WA,53,33,53033,6703,1,530330067031,1061,10610,0.1,1042,10420,1401.563942,0.06480194,345,275,0.10375544,1,5.57182675
276,WA,53,33,53033,6703,2,530330067032,1047,14957.1,0.07,1011,14442.9,867.7554261,0.04448126,194,276,0.06705328,1,17.52650232
277,WA,53,33,53033,6703,3,530330067033,1216,20266.7,0.06,1206,20100,610.6804423,0.03961261,214,277,0.05974043,1,3.99952591
278,WA,53,33,53033,6800,1,530330068001,1291,12910,0.1,1247,12470,791,0.06519196,410,278,0.09987396,0,3.87334089
279,WA,53,33,53033,6800,2,530330068002,1073,13412.5,0.08,1070,13375,773,0.05040541,323,279,0.08293079,1,7.79866886
280,WA,53,33,53033,6800,3,530330068003,1019,11322.2,0.09,1024,11377.8,623,0.06025488,271,280,0.09445505,3,22.03801659
281,WA,53,33,53033,6900,1,530330069001,1621,18011.1,0.09,1527,16966.7,1092,0.06073875,465,281,0.09438408,2,1.45780914
282,WA,53,33,53033,6900,2,530330069002,1637,13641.7,0.12,1620,13500,921,0.07580359,542,282,0.12296202,1,1.54308023
283,WA,53,33,53033,6900,3,530330069003,1566,12046.2,0.13,1551,11930.8,665.9926206,0.08304162,343,283,0.1321286,2,1.59238117
284,WA,53,33,53033,7001,1,530330070011,1382,17275,0.08,1341,16762.5,594.0073794,0.05426337,205,284,0.08264712,3,6.3153153
285,WA,53,33,53033,7001,2,530330070012,1350,45000,0.03,1293,43100,288,0.01749314,73,285,0.02671213,0,0
286,WA,53,33,53033,7001,3,530330070013,1129,37633.3,0.03,1123,37433.3,200,0.01846161,38,286,0.0289842,0,5.47303684
287,WA,53,33,53033,7002,1,530330070021,1278,31950,0.04,1271,31775,314,0.02939494,106,287,0.04486578,1,6.92368806
288,WA,53,33,53033,7002,2,530330070022,1323,18900,0.07,1312,18742.9,413,0.04726561,186,288,0.07415325,1,0
289,WA,53,33,53033,7002,3,530330070023,1660,33200,0.05,1398,27960,662,0.03248508,149,289,0.05127115,2,14.07265169
290,WA,53,33,53033,7101,1,530330071011,1708,42700,0.04,1635,40875,460,0.02430811,66,290,0.03886951,1,25.63847367
291,WA,53,33,53033,7101,2,530330071012,1832,12213.3,0.15,1586,10573.3,602,0.12809075,67,291,0.15226199,2,68.64170757
292,WA,53,33,53033,7102,1,530330071021,1349,13490,0.1,1345,13450,603.2886852,0.05712601,89,292,0.09901032,0,6.80469623
293,WA,53,33,53033,7102,2,530330071022,1355,45166.7,0.03,1316,43866.7,284,0.0192373,43,293,0.03068944,0,18.69452525
294,WA,53,33,53033,7201,1,530330072011,1777,88850,0.02,1752,87600,174,0.01311189,23,294,0.02402515,0,24.17950123
295,WA,53,33,53033,7201,2,530330072012,1117,55850,0.02,1108,55400,147,0.00847582,22,295,0.01923191,1,21.97142636
296,WA,53,33,53033,7201,3,530330072013,2400,240000,0.01,1786,178600,60,0.00767265,6,296,0.01494695,0,36.03447327
297,WA,53,33,53033,7202,1,530330072021,1487,74350,0.02,1473,73650,247,0.01391669,39,297,0.0249037,0,12.98463554
298,WA,53,33,53033,7202,2,530330072022,1357,33925,0.04,808,20200,325.8740886,0.02168041,45,298,0.03690366,2,6.26180321
299,WA,53,33,53033,7202,3,530330072023,1893,37860,0.05,1867,37340,301.1259114,0.02560819,47,299,0.04652657,3,18.56064927
300,WA,53,33,53033,7203,1,530330072031,1762,16018.2,0.11,1750,15909.1,857,0.0661795,101,300,0.11475329,4,14.585758
301,WA,53,33,53033,7203,2,530330072032,1857,16881.8,0.11,1671,15190.9,449,0.05859201,57,301,0.10904057,1,10.42303135
302,WA,53,33,53033,7301,1,530330073011,1556,31120,0.05,1538,30760,241,0.02586466,34,302,0.04792242,3,24.64339452
303,WA,53,33,53033,7301,2,530330073012,1242,62100,0.02,1220,61000,194,0.01392271,28,303,0.02176654,0,29.88139276
304,WA,53,33,53033,7301,3,530330073013,990,33000,0.03,978,32600,108,0.01120543,16,304,0.02713667,0,14.2591537
305,WA,53,33,53033,7302,1,530330073021,1183,39433.3,0.03,1176,39200,270,0.01805657,31,305,0.03204064,2,12.94384683
306,WA,53,33,53033,7302,2,530330073022,2325,33214.3,0.07,2029,28985.7,456,0.03625877,66,306,0.06619454,3,13.80414225
307,WA,53,33,53033,7302,3,530330073023,2103,105150,0.02,2085,104250,169,0.01816431,19,307,0.02261714,3,54.96681024
308,WA,53,33,53033,7303,1,530330073031,1537,25616.7,0.06,1440,24000,354,0.03427361,48,308,0.05926133,4,4.1438782
309,WA,53,33,53033,7303,2,530330073032,1807,60233.3,0.03,1412,47066.7,161,0.020886,24,309,0.03228807,0,13.02662519
310,WA,53,33,53033,7303,3,530330073033,1033,34433.3,0.03,1028,34266.7,184,0.01844537,25,310,0.02949765,0,14.55148793
311,WA,53,33,53033,7403,1,530330074031,1368,68400,0.02,1306,65300,165.8918213,0.01265358,33,311,0.01983375,2,20.51583497
312,WA,53,33,53033,7403,2,530330074032,1262,42066.7,0.03,1239,41300,274,0.01743893,61,312,0.02593897,2,15.55600772
313,WA,53,33,53033,7404,1,530330074041,1522,50733.3,0.03,1509,50300,209.1081787,0.01583982,56,313,0.02766505,2,1.82812136
314,WA,53,33,53033,7404,2,530330074042,1295,43166.7,0.03,1290,43000,269,0.0154794,62,314,0.03168976,1,1.22042407
315,WA,53,33,53033,7405,1,530330074051,1426,47533.3,0.03,1421,47366.7,419.8976581,0.01988657,65,315,0.030274,3,18.59724005
316,WA,53,33,53033,7405,2,530330074052,1383,69150,0.02,1380,69000,310,0.01296649,57,316,0.02062363,1,6.5592488
317,WA,53,33,53033,7406,1,530330074061,1293,43100,0.03,1220,40666.7,365,0.01817187,69,317,0.03121398,2,9.52643816
318,WA,53,33,53033,7406,2,530330074062,1372,45733.3,0.03,1369,45633.3,140,0.01024272,32,318,0.02702496,4,5.06598855
319,WA,53,33,53033,7501,1,530330075011,1298,43266.7,0.03,1286,42866.7,673,0.02194997,182,319,0.03448419,0,11.49452127
320,WA,53,33,53033,7501,2,530330075012,1314,32850,0.04,1233,30825,896,0.02527239,220,320,0.03858777,1,9.92439644
321,WA,53,33,53033,7501,3,530330075013,1415,35375,0.04,1396,34900,533,0.02774192,137,321,0.04209311,3,15.4433592
322,WA,53,33,53033,7502,1,530330075021,1146,38200,0.03,1131,37700,599,0.02070049,130,322,0.03104479,0,12.84984092
323,WA,53,33,53033,7502,2,530330075022,1382,34550,0.04,1344,33600,634,0.02274715,150,323,0.03638234,1,8.02302491
324,WA,53,33,53033,7502,3,530330075023,1396,27920,0.05,999,19980,545,0.03863776,108,324,0.05455408,3,42.33707852
325,WA,53,33,53033,7503,1,530330075031,1311,26220,0.05,1252,25040,655,0.02896495,89,325,0.04635259,9,35.67129521
326,WA,53,33,53033,7503,2,530330075032,1461,48700,0.03,1208,40266.7,339,0.01550896,48,326,0.02606033,5,37.33696351
327,WA,53,33,53033,7600,1,530330076001,1399,19985.7,0.07,1358,19400,569,0.04015399,261,327,0.06587451,1,5.93748087
328,WA,53,33,53033,7600,2,530330076002,1671,20887.5,0.08,1552,19400,1112,0.0571594,348,328,0.08242,1,14.86610858
329,WA,53,33,53033,7600,3,530330076003,1470,21000,0.07,1434,20485.7,791,0.04615137,253,329,0.07250677,1,6.87159427
330,WA,53,33,53033,7700,1,530330077001,1337,8913.3,0.15,1326,8840,1216,0.09717447,576,330,0.15267916,1,2.50118639
331,WA,53,33,53033,7700,2,530330077002,1116,12400,0.09,1110,12333.3,1000,0.05860918,406,331,0.08987626,2,2.34380462
332,WA,53,33,53033,7700,3,530330077003,1353,15033.3,0.09,1305,14500,1121,0.05929186,450,332,0.09367418,3,2.67170158
333,WA,53,33,53033,7700,4,530330077004,1684,24057.1,0.07,1649,23557.1,1835,0.04551179,505,333,0.07238713,0,3.85717084
334,WA,53,33,53033,7800,1,530330078001,1290,4161.3,0.31,1284,4141.9,1513.689237,0.23119725,615,334,0.31062141,4,15.91967777
335,WA,53,33,53033,7800,2,530330078002,1545,8131.6,0.19,1541,8110.5,1126.045712,0.12832772,618,335,0.18897813,1,7.4613254
336,WA,53,33,53033,7800,3,530330078003,1180,9833.3,0.12,1160,9666.7,1509,0.07920124,495,336,0.12055695,3,6.09394453
337,WA,53,33,53033,7800,4,530330078004,1304,6863.2,0.19,1300,6842.1,1135,0.12610723,550,337,0.18976277,1,4.23062235
338,WA,53,33,53033,7901,1,530330079011,1391,34775,0.04,1376,34400,555,0.02445904,128,338,0.04042926,1,7.53607025
339,WA,53,33,53033,7901,2,530330079012,1445,24083.3,0.06,1431,23850,985,0.03988924,239,339,0.06276068,2,7.67958431
340,WA,53,33,53033,7902,1,530330079021,1144,38133.3,0.03,1096,36533.3,653,0.02144956,122,340,0.0329106,1,12.47023176
341,WA,53,33,53033,7902,2,530330079022,1337,22283.3,0.06,1324,22066.7,944,0.04033104,265,341,0.05904481,0,13.21508055
342,WA,53,33,53033,7902,3,530330079023,1265,18071.4,0.07,1262,18028.6,1082,0.05103925,388,342,0.07452125,1,4.32661867
343,WA,53,33,53033,8002,1,530330080021,1359,67950,0.02,1347,67350,209,0.01325965,34,343,0.01982211,3,5.10191746
344,WA,53,33,53033,8002,2,530330080022,1435,28700,0.05,1393,27860,243.1052616,0.02285883,35,344,0.04602467,3,10.00744929
345,WA,53,33,53033,8002,3,530330080023,1843,92150,0.02,1679,83950,287,0.01415973,45,345,0.02462528,2,26.39402511
346,WA,53,33,53033,8003,1,530330080031,1428,47600,0.03,1417,47233.3,322,0.01491572,45,346,0.02676269,9,31.84492269
347,WA,53,33,53033,8003,2,530330080032,1572,78600,0.02,1468,73400,164,0.01214938,23,347,0.02121954,0,28.04337494
348,WA,53,33,53033,8003,3,530330080033,1353,45100,0.03,1234,41133.3,153,0.01495926,23,348,0.0281493,0,16.59258168
349,WA,53,33,53033,8004,1,530330080041,1363,136300,0.01,1307,130700,122.2558989,0.00914917,16,349,0.01422953,0,43.89200558
350,WA,53,33,53033,8004,2,530330080042,961,48050,0.02,956,47800,190,0.00995979,18,350,0.01990608,1,15.40062436
351,WA,53,33,53033,8004,3,530330080043,1156,14450,0.08,1147,14337.5,240.1068504,0.04665349,36,351,0.07556006,1,29.94165004
352,WA,53,33,53033,8101,1,530330081011,896,22400,0.04,871,21775,230.6062024,0.01969429,31,352,0.03805821,10,20.79194364
353,WA,53,33,53033,8101,2,530330081012,1352,67600,0.02,1032,51600,200.0880537,0.01621581,31,353,0.02269806,1,26.80565677
354,WA,53,33,53033,8101,3,530330081013,909,22725,0.04,905,22625,292.6835122,0.02516288,39,354,0.04342952,2,29.50968979
355,WA,53,33,53033,8102,1,530330081021,1674,16740,0.1,1521,15210,761.6846677,0.05922691,75,355,0.10047242,5,14.00277936
356,WA,53,33,53033,8102,2,530330081022,1491,13554.5,0.11,1484,13490.9,889.6764551,0.06476225,96,356,0.11428557,9,16.72033672
357,WA,53,33,53033,8200,1,530330082001,1894,21044.4,0.09,1878,20866.7,387.3153323,0.06040667,55,357,0.09352232,6,27.56093484
358,WA,53,33,53033,8200,2,530330082002,1377,45900,0.03,1369,45633.3,260,0.01233749,28,358,0.02672933,1,17.69623378
359,WA,53,33,53033,8200,3,530330082003,1583,79150,0.02,1555,77750,119,0.01218618,14,359,0.02486181,1,14.37330189
360,WA,53,33,53033,8300,1,530330083001,2101,42020,0.05,2063,41260,353,0.03021358,54,360,0.04741682,2,13.72922429
361,WA,53,33,53033,8300,2,530330083002,1359,33975,0.04,1354,33850,189,0.02117154,27,361,0.0444578,2,12.02876979
362,WA,53,33,53033,8401,1,530330084011,992,33066.7,0.03,989,32966.7,279.1023419,0.02286225,42,362,0.03386198,3,16.37531779
363,WA,53,33,53033,8401,2,530330084012,1280,64000,0.02,1168,58400,123,0.01095358,23,363,0.01908459,1,11.09398376
364,WA,53,33,53033,8401,3,530330084013,1319,32975,0.04,1312,32800,339,0.03052032,39,364,0.04392559,0,27.36212794
365,WA,53,33,53033,8402,1,530330084021,1081,54050,0.02,1075,53750,256,0.01285707,41,365,0.02075364,3,22.36803295
366,WA,53,33,53033,8402,2,530330084022,934,46700,0.02,909,45450,164,0.00893658,30,366,0.01704892,5,14.54600585
367,WA,53,33,53033,8402,3,530330084023,1044,52200,0.02,1028,51400,229,0.01097707,37,367,0.01836166,2,19.22388413
368,WA,53,33,53033,8500,1,530330085001,1654,27566.7,0.06,1305,21750,397.9427357,0.03189367,55,368,0.06012249,0,9.48882072
369,WA,53,33,53033,8500,2,530330085002,1989,33150,0.06,1973,32883.3,380,0.03526765,55,369,0.0584601,1,17.86947144
370,WA,53,33,53033,8500,3,530330085003,1262,21033.3,0.06,1186,19766.7,240.0572643,0.02811924,18,370,0.05554326,1,16.18934233
371,WA,53,33,53033,8600,1,530330086001,1694,18822.2,0.09,1643,18255.6,1536,0.05589201,355,371,0.08562914,1,19.46599544
372,WA,53,33,53033,8600,2,530330086002,2128,23644.4,0.09,2113,23477.8,1300,0.05708994,250,372,0.08739551,1,24.54215372
373,WA,53,33,53033,8600,3,530330086003,2394,34200,0.07,2405,34357.1,563,0.061429,55,373,0.07442711,1,9.83578448
374,WA,53,33,53033,8600,4,530330086004,1483,49433.3,0.03,1478,49266.7,323,0.01599857,76,374,0.02720175,0,10.23551393
375,WA,53,33,53033,8700,1,530330087001,1516,11661.5,0.13,1427,10976.9,1909,0.08866503,512,375,0.13257501,1,9.29034612
376,WA,53,33,53033,8700,2,530330087002,1309,21816.7,0.06,1284,21400,1166,0.04078797,353,376,0.06332928,1,4.36746612
377,WA,53,33,53033,8700,3,530330087003,1616,17955.6,0.09,1533,17033.3,1611,0.05827628,472,377,0.0869022,1,5.4133528
378,WA,53,33,53033,8800,1,530330088001,1445,11115.4,0.13,1428,10984.6,1017,0.0833358,539,378,0.12753084,1,6.6670374
379,WA,53,33,53033,8800,2,530330088002,1338,8362.5,0.16,1301,8131.3,1179,0.11049969,472,379,0.15594792,3,15.17502893
380,WA,53,33,53033,8800,3,530330088003,1130,14125,0.08,1093,13662.5,988,0.05329588,351,380,0.08276334,1,3.31713582
381,WA,53,33,53033,8900,1,530330089001,1291,7594.1,0.17,1280,7529.4,846.9745255,0.11593348,400,381,0.1693546,1,21.15696103
382,WA,53,33,53033,8900,2,530330089002,1493,12441.7,0.12,1449,12075,1612,0.07666132,587,382,0.117692,0,3.20272551
383,WA,53,33,53033,8900,3,530330089003,2491,22645.5,0.11,1441,13100,1861.038941,0.07400944,438,383,0.11351323,1,8.95555925
384,WA,53,33,53033,8900,4,530330089004,1459,16211.1,0.09,1455,16166.7,2004,0.06078634,586,384,0.0897809,0,1.64700043
385,WA,53,33,53033,9000,1,530330090001,1580,10533.3,0.15,1533,10220,2636,0.09900303,416,385,0.15478245,2,18.40966341
386,WA,53,33,53033,9000,2,530330090002,1633,23328.6,0.07,1613,23042.9,802.7402471,0.04603495,226,386,0.06618702,1,22.95534993
387,WA,53,33,53033,9000,3,530330090003,1163,10572.7,0.11,1138,10345.5,1320.259753,0.08152364,281,387,0.10950276,2,25.08582166
388,WA,53,33,53033,9100,1,530330091001,1902,15850,0.12,1292,10766.7,1474,0.06405273,124,388,0.11605373,6,21.36670449
389,WA,53,33,53033,9100,2,530330091002,1969,49225,0.04,1643,41075,436,0.02532927,55,389,0.04250518,3,33.11213933
390,WA,53,33,53033,9200,1,530330092001,2016,40320,0.05,1760,35200,475.1789403,0.02334155,56,390,0.051512,1,16.02559391
391,WA,53,33,53033,9200,2,530330092002,1618,20225,0.08,1614,20175,787.7327237,0.04755454,113,391,0.07903999,7,9.55149375
392,WA,53,33,53033,9300,1,530330093001,1041,3589.7,0.29,917,3162.1,1357.005841,0.13780501,135,392,0.29233507,1,13.05730472
393,WA,53,33,53033,9300,2,530330093002,1488,1730.2,0.86,1435,1668.6,2061.235529,0.62986407,196,393,0.86028038,3,12.96515065
394,WA,53,33,53033,9300,3,530330093003,1275,512,2.49,1259,505.6,11391.67134,1.72270863,1160,394,2.49149357,7,6.42110148
395,WA,53,33,53033,9400,1,530330094001,1288,21466.7,0.06,1233,20550,1089,0.03941286,303,395,0.05853872,0,0
396,WA,53,33,53033,9400,2,530330094002,1643,8647.4,0.19,1471,7742.1,2198,0.11718928,536,396,0.18969957,0,6.89050883
